id,name,ruby,ruby_origin
13126,オッドアイズ・ランサー・ドラゴン,おっどあいずらんさーどらごん,オッドアイズ・ランサー・ドラゴン
13127,EMオッドアイズ・ミノタウロス,えんためいとおっどあいずみのたうろす,エンタメイトオッドアイズ・ミノタウロス
13128,EMオッドアイズ・ディゾルヴァー,えんためいとおっどあいずでぃぞるゔぁー,エンタメイトオッドアイズ・ディゾルヴァー
13129,EMオッドアイズ・シンクロン,えんためいとおっどあいずしんくろん,エンタメイトオッドアイズ・シンクロン
13130,EM五虹の魔術師,えんためいとごこうのまじゅつし,エンタメイトごこうのまじゅつし
13131,覇王紫竜オッドアイズ・ヴェノム・ドラゴン,はおうしりゅうおっどあいずゔぇのむどらごん,はおうしりゅうオッドアイズ・ヴェノム・ドラゴン
13132,DDD超死偉王ホワイテスト・ヘル・アーマゲドン,でぃーでぃーでぃーちょうしいおうほわいてすとへるあーまげどん,ディーディーディーちょうしいおうホワイテスト・ヘル・アーマゲドン
13133,DDD超死偉王ダークネス・ヘル・アーマゲドン,でぃーでぃーでぃーちょうしいおうだーくねすへるあーまげどん,ディーディーディーちょうしいおうダークネス・ヘル・アーマゲドン
13134,超重武者オタス－K,ちょうじゅうむしゃおたすけー,ちょうじゅうむしゃオタス－ケー
13135,超重武者コブ－C,ちょうじゅうむしゃこぶしー,ちょうじゅうむしゃコブ－シー
13136,超重蒸鬼テツドウ－O,ちょうじゅうじょうきてつどうおー,ちょうじゅうじょうきテツドウ－オー
13137,魔界劇団カーテン・ライザー,まかいげきだんかーてんらいざー,まかいげきだんカーテン・ライザー
13138,魔界台本「魔界の宴咜女」,まかいだいほんまかいのえんため,まかいだいほん「まかいのエンタメ」
13139,RR－ラダー・ストリクス,れいどらぷたーずらだーすとりくす,レイド・ラプターズ－ラダー・ストリクス
13140,RR－ファイナル・フォートレス・ファルコン,れいどらぷたーずふぁいなるふぉーとれすふぁるこん,レイド・ラプターズ－ファイナル・フォートレス・ファルコン
13141,黄昏の忍者－ジョウゲン,たそがれのにんじゃじょうげん,たそがれのにんじゃ－ジョウゲン
13142,黄昏の忍者－カゲン,たそがれのにんじゃかげん,たそがれのにんじゃ－カゲン
13143,白鱓,ほわいともーれい,ホワイト・モーレイ
13144,白闘気海豚,ほわいとおーらどるふぃん,ホワイト・オーラ・ドルフィン
13145,白闘気白鯨,ほわいとおーらほえーる,ホワイト・オーラ・ホエール
13146,アマゾネスの斥候,あまぞねすのせっこう,アマゾネスのせっこう
13147,アマゾネスペット虎獅子,あまぞねすぺっとらいがー,アマゾネスペットライガー
13148,アマゾネス女帝,あまぞねすえんぷれす,アマゾネスエンプレス
13149,スローライフ,すろーらいふ,スローライフ
13150,剣闘獣ノクシウス,ぐらでぃあるびーすとのくしうす,グラディアルビーストノクシウス
13151,剣闘獣アンダバタエ,ぐらでぃあるびーすとあんだばたえ,グラディアルビーストアンダバタエ
13152,剣闘獣総監エーディトル,ぐらでぃあるびーすとていまーえーでぃとる,グラディアルビースト・テイマーエーディトル
13153,D-HERO ドリームガイ,ですてにーひーろーどりーむがい,デステニーヒーロー　ドリームガイ
13154,D-HERO ダスクユートピアガイ,ですてにーひーろーだすくゆーとぴあがい,デステニーヒーロー　ダスクユートピアガイ
13155,時空超越,じくうちょうえつ,じくうちょうえつ
13156,ジュラシック・インパクト,じゅらしっくいんぱくと,ジュラシック・インパクト
13157,時械神ラツィオン,じかいしんらつぃおん,じかいしんラツィオン
13158,時械神ザフィオン,じかいしんざふぃおん,じかいしんザフィオン
13159,時械神サディオン,じかいしんさでぃおん,じかいしんサディオン
13160,時械神カミオン,じかいしんかみおん,じかいしんカミオン
13161,時械巫女,じかいみこ,じかいみこ
13162,No.29 マネキンキャット,なんばーずにじゅうきゅうまねきんきゃっと,ナンバーズ２９ マネキンキャット
13163,No.41 泥睡魔獣バグースカ,なんばーずよんじゅういちでいすいまじゅうばぐーすか,ナンバーズ４１ でいすいまじゅうバグースカ
13164,No.68 魔天牢サンダルフォン,なんばーずろくじゅうはちまてんろうさんだるふぉん,ナンバーズ６８ まてんろうサンダルフォン
13165,No.71 リバリアン・シャーク,なんばーずななじゅういちりばりあんしゃーく,ナンバーズ７１　リバリアン・シャーク
13166,No.89 電脳獣ディアブロシス,なんばーずはちじゅうきゅうでんのうじゅうでぃあぶろしす,ナンバーズ８９ でんのうじゅうディアブロシス
13167,プロキシー・ドラゴン,ぷろきしーどらごん,プロキシー・ドラゴン
13168,真紅眼の幼竜,れっどあいずべびーどらごん,レッドアイズ・ベビードラゴン
13169,真紅眼の鉄騎士－ギア・フリード,れっどあいずめたるないとぎあふりーど,レッドアイズ・メタルナイト－ギア・フリード
13170,真紅眼の黒刃竜,れっどあいずすらっしゅどらごん,レッドアイズ・スラッシュドラゴン
13171,鎖付き真紅眼牙,くさりつきれっどあいずふぁんぐ,くさりつきレッドアイズファング
13172,アマゾネス王女,あまぞねすぷりんせす,アマゾネスプリンセス
13173,アマゾネスペット仔虎,あまぞねすぺっとべびーたいがー,アマゾネスペットベビータイガー
13174,アマゾネスの叫声,あまぞねすこーる,アマゾネスコール
13175,アマゾネスの急襲,あまぞねすのきゅうしゅう,アマゾネスのきゅうしゅう
13176,伝説のフィッシャーマン二世,でんせつのふぃっしゃーまんにせい,でんせつのフィッシャーマンにせい
13177,城塞クジラ,じょうさいくじら,じょうさいクジラ
13178,海竜神の怒り,りばいあさんのいかり,リバイアサンのいかり
13179,潜海奇襲,しーすてるすあたっく,シー・ステルス・アタック
13180,サイバー・ダーク・カノン,さいばーだーくかのん,サイバー・ダーク・カノン
13181,サイバー・ダーク・クロー,さいばーだーくくろー,サイバー・ダーク・クロー
13182,鎧獄竜－サイバー・ダークネス・ドラゴン,がいごくりゅうさいばーだーくねすどらごん,がいごくりゅう－サイバー・ダークネス・ドラゴン
13183,サイバーダーク・インフェルノ,さいばーだーくいんふぇるの,サイバーダーク・インフェルノ
13184,ミキサーロイド,みきさーろいど,ミキサーロイド
13185,スーパービークロイド－モビルベース,すーぱーびーくろいどもびるべーす,スーパービークロイド－モビルベース
13186,メガロイド都市,めがろいどしてぃ,メガロイドシティ
13187,レッド・ロイド・コール,れっどろいどこーる,レッド・ロイド・コール
13188,ウォーター・ドラゴン－クラスター,うぉーたーどらごんくらすたー,ウォーター・ドラゴン－クラスター
13189,デューテリオン,でゅーてりおん,デューテリオン
13190,ボンディング－D２O,ぼんでぃんぐでぃーつーおー,ボンディング－ディーツーオー
13191,ボンディング－DHO,ぼんでぃんぐでぃーえいちおー,ボンディング－ディーエイチオー
13192,デジトロン,でじとろん,デジトロン
13193,ドットスケーパー,どっとすけーぱー,ドットスケーパー
13194,クラインアント,くらいんあんと,クラインアント
13195,バックリンカー,ばっくりんかー,バックリンカー
13196,バランサーロード,ばらんさーろーど,バランサーロード
13197,ROMクラウディア,ろむくらうでぃあ,ロムクラウディア
13198,ブート・スタッガード,ぶーとすたっがーど,ブート・スタッガード
13199,デュアル・アセンブルム,でゅあるあせんぶるむ,デュアル・アセンブルム
13200,サイバネット・バックドア,さいばねっとばっくどあ,サイバネット・バックドア
13201,リコーデッド・アライブ,りこーでっどあらいぶ,リコーデッド・アライブ
13202,エンコード・トーカー,えんこーどとーかー,エンコード・トーカー
13203,トライゲート・ウィザード,とらいげーとうぃざーど,トライゲート・ウィザード
13204,バイナル・ソーサレス,ばいなるそーされす,バイナル・ソーサレス
13206,リンク・ディサイプル,りんくでぃさいぷる,リンク・ディサイプル
13207,堕ち武者,ですさむらい,デス・サムライ
13208,リヴェンデット・スレイヤー,りゔぇんでっとすれいやー,リヴェンデット・スレイヤー
13209,ヴェンデット・レヴナント,ゔぇんでっとれゔなんと,ヴェンデット・レヴナント
13210,ヴェンデット・ヘルハウンド,ゔぇんでっとへるはうんど,ヴェンデット・ヘルハウンド
13211,リヴェンデット・ボーン,りゔぇんでっとぼーん,リヴェンデット・ボーン
13212,ヴェンデット・リボーン,ゔぇんでっとりぼーん,ヴェンデット・リボーン
13213,F.A.ソニックマイスター,ふぉーみゅらあすりーとそにっくまいすたー,フォーミュラアスリートソニックマイスター
13214,F.A.ハングオンマッハ,ふぉーみゅらあすりーとはんぐおんまっは,フォーミュラアスリートハングオンマッハ
13215,F.A.サーキットGP,ふぉーみゅらあすりーとさーきっとぐらんぷり,フォーミュラアスリートサーキットグランプリ
13216,F.A.ダウンフォース,ふぉーみゅらあすりーとだうんふぉーす,フォーミュラアスリートダウンフォース
13217,ディフェクト・コンパイラー,でぃふぇくとこんぱいらー,ディフェクト・コンパイラー
13218,コンデンサー・デスストーカー,こんでんさーですすとーかー,コンデンサー・デスストーカー
13219,リンク・インフライヤー,りんくいんふらいやー,リンク・インフライヤー
13220,トリックスター・ナルキッス,とりっくすたーなるきっす,トリックスター・ナルキッス
13221,ダーク・エンジェル,だーくえんじぇる,ダーク・エンジェル
13222,剛鬼ヘッドバット,ごうきへっどばっと,ごうきヘッドバット
13223,ゲートウェイ・ドラゴン,げーとうぇいどらごん,ゲートウェイ・ドラゴン
13224,スニッフィング・ドラゴン,すにっふぃんぐどらごん,スニッフィング・ドラゴン
13225,アネスヴァレット・ドラゴン,あねすゔぁれっとどらごん,アネスヴァレット・ドラゴン
13226,オートヴァレット・ドラゴン,おーとゔぁれっとどらごん,オートヴァレット・ドラゴン
13227,マグナヴァレット・ドラゴン,まぐなゔぁれっとどらごん,マグナヴァレット・ドラゴン
13228,オルターガイスト・マリオネッター,おるたーがいすとまりおねったー,オルターガイスト・マリオネッター
13229,オルターガイスト・シルキタス,おるたーがいすとしるきたす,オルターガイスト・シルキタス
13230,オルターガイスト・メリュシーク,おるたーがいすとめりゅしーく,オルターガイスト・メリュシーク
13231,オルターガイスト・クンティエリ,おるたーがいすとくんてぃえり,オルターガイスト・クンティエリ
13232,クローラー・スパイン,くろーらーすぱいん,クローラー・スパイン
13233,クローラー・アクソン,くろーらーあくそん,クローラー・アクソン
13234,クローラー・グリア,くろーらーぐりあ,クローラー・グリア
13235,クローラー・レセプター,くろーらーれせぷたー,クローラー・レセプター
13236,クローラー・ランヴィエ,くろーらーらんゔぃえ,クローラー・ランヴィエ
13237,クローラー・デンドライト,くろーらーでんどらいと,クローラー・デンドライト
13238,星遺物－『星鎧』,せいいぶつせいがい,せいいぶつ－『せいがい』
13239,メタファイズ・ラグナロク,めたふぁいずらぐなろく,メタファイズ・ラグナロク
13240,メタファイズ・ダイダロス,めたふぁいずだいだろす,メタファイズ・ダイダロス
13241,メタファイズ・ネフティス,めたふぁいずねふてぃす,メタファイズ・ネフティス
13242,メタファイズ・タイラント・ドラゴン,めたふぁいずたいらんとどらごん,メタファイズ・タイラント・ドラゴン
13243,メタファイズ・エグゼキューター,めたふぁいずえぐぜきゅーたー,メタファイズ・エグゼキューター
13244,水精鱗－ネレイアビス,まーめいるねれいあびす,マーメイル－ネレイアビス
13245,炎王獣 ガネーシャ,えんおうじゅうがねーしゃ,えんおうじゅう　ガネーシャ
13246,幻獣機ライテン,げんじゅうきらいてん,げんじゅうきライテン
13247,ザ・アキュムレーター,ざあきゅむれーたー,ザ・アキュムレーター
13248,兵隊竜,そるじゃーどらごん,ソルジャー・ドラゴン
13249,ダックドロッパー,だっくどろっぱー,ダックドロッパー
13250,比翼レンリン,ひよくれんりん,ひよくレンリン
13251,アリジバク,ありじばく,アリジバク
13252,天岩戸,あまのいわと,アマノイワト
13253,旋風機ストリボーグ,せんぷうきすとりぼーぐ,せんぷうきストリボーグ
13254,亡龍の戦慄－デストルドー,ぼうりゅうのせんりつですとるどー,ぼうりゅうのせんりつ－デストルドー
13255,精霊神后 ドリアード,えれめんたるぐれいすどりあーど,エレメンタルグレイス　ドリアード
13256,素早いビーバー,すばやいびーばー,すばやいビーバー
13257,衛生兵マッスラー,えいせいへいまっすらー,えいせいへいマッスラー
13258,ヴァレルロード・ドラゴン,ゔぁれるろーどどらごん,ヴァレルロード・ドラゴン
13259,リンク・バンパー,りんくばんぱー,リンク・バンパー
13260,トリックスター・スイートデビル,とりっくすたーすいーとでびる,トリックスター・スイートデビル
13261,剛鬼サンダー・オーガ,ごうきさんだーおーが,ごうきサンダー・オーガ
13262,ツイン・トライアングル・ドラゴン,ついんとらいあんぐるどらごん,ツイン・トライアングル・ドラゴン
13263,オルターガイスト・プライムバンシー,おるたーがいすとぷらいむばんしー,オルターガイスト・プライムバンシー
13264,エクスクローラー・シナプシス,えくすくろーらーしなぷしす,エクスクローラー・シナプシス
13265,エクスクローラー・ニューロゴス,えくすくろーらーにゅーろごす,エクスクローラー・ニューロゴス
13266,エクスクローラー・クオリアーク,えくすくろーらーくおりあーく,エクスクローラー・クオリアーク
13267,アカシック・マジシャン,あかしっくまじしゃん,アカシック・マジシャン
13268,マスター・ボーイ,ますたーぼーい,マスター・ボーイ
13269,セキュリティ・ブロック,せきゅりてぃぶろっく,セキュリティ・ブロック
13270,ドラゴノイド・ジェネレーター,どらごのいどじぇねれーたー,ドラゴノイド・ジェネレーター
13271,スクイブ・ドロー,すくいぶどろー,スクイブ・ドロー
13272,クイック・リボルブ,くいっくりぼるぶ,クイック・リボルブ
13273,星遺物に差す影,せいいぶつにさすかげ,せいいぶつにさすかげ
13274,星遺物を巡る戦い,せいいぶつをめぐるたたかい,せいいぶつをめぐるたたかい
13275,メタファイズ・ファクター,めたふぁいずふぁくたー,メタファイズ・ファクター
13276,アシンメタファイズ,あしんめたふぁいず,アシンメタファイズ
13277,ワンタイム・パスコード,わんたいむぱすこーど,ワンタイム・パスコード
13278,ライバル・アライバル,らいばるあらいばる,ライバル・アライバル
13279,やりすぎた埋葬,やりすぎたまいそう,やりすぎたまいそう
13280,心眼の祭殿,しんがんのさいでん,しんがんのさいでん
13281,補充部隊,ほじゅうぶたい,ほじゅうぶたい
13282,燃え竹光,もえたけみつ,もえたけみつ
13283,サイバース・ビーコン,さいばーすびーこん,サイバース・ビーコン
13284,リンク・リスタート,りんくりすたーと,リンク・リスタート
13285,リモート・リボーン,りもーとりぼーん,リモート・リボーン
13286,オルターガイスト・カモフラージュ,おるたーがいすとかもふらーじゅ,オルターガイスト・カモフラージュ
13287,オルターガイスト・プロトコル,おるたーがいすとぷろとこる,オルターガイスト・プロトコル
13288,パーソナル・スプーフィング,ぱーそなるすぷーふぃんぐ,パーソナル・スプーフィング
13289,星遺物の傀儡,せいいぶつのかいらい,せいいぶつのかいらい
13290,星遺物に蠢く罠,せいいぶつにうごめくわな,せいいぶつにうごめくわな
13291,メタファイズ・ディメンション,めたふぁいずでぃめんしょん,メタファイズ・ディメンション
13292,メタバース,めたばーす,メタバース
13293,拮抗勝負,きっこうしょうぶ,きっこうしょうぶ
13294,導爆線,どうばくせん,どうばくせん
13295,直通断線,しゃっとらいん,シャットライン
13296,おジャマデュオ,おじゃまでゅお,おジャマデュオ
13302,V－LAN ヒドラ,ぶいらんひどら,ブイラン　ヒドラ
13303,白棘鱏,ほわいとすてぃんぐれい,ホワイト・スティングレイ
13304,DDD超視王ゼロ・マクスウェル,でぃーでぃーでぃーちょうしおうぜろまくすうぇる,ディーディーディーちょうしおうゼロ・マクスウェル
13305,インタラプト・レジスタンス,いんたらぷとれじすたんす,インタラプト・レジスタンス
13307,影六武衆－フウマ,かげろくぶしゅうふうま,かげろくぶしゅう－フウマ
13308,影六武衆－ゲンバ,かげろくぶしゅうげんば,かげろくぶしゅう－ゲンバ
13309,影六武衆－ハツメ,かげろくぶしゅうはつめ,かげろくぶしゅう－ハツメ
13310,影六武衆－ドウジ,かげろくぶしゅうどうじ,かげろくぶしゅう－ドウジ
13311,影六武衆－キザル,かげろくぶしゅうきざる,かげろくぶしゅう－キザル
13312,影六武衆－リハン,かげろくぶしゅうりはん,かげろくぶしゅう－リハン
13313,六武衆の影忍術,ろくぶしゅうのかげにんじゅつ,ろくぶしゅうのかげにんじゅつ
13314,忍の六武,しのびのろくぶ,しのびのろくぶ
13315,魔弾の射手 カスパール,まだんのしゃしゅかすぱーる,まだんのしゃしゅ　カスパール
13316,魔弾の射手 ドクトル,まだんのしゃしゅどくとる,まだんのしゃしゅ ドクトル
13317,魔弾の射手 ザ・キッド,まだんのしゃしゅざきっど,まだんのしゃしゅ ザ・キッド
13318,魔弾の射手 スター,まだんのしゃしゅすたー,まだんのしゃしゅ スター
13319,魔弾の射手 カラミティ,まだんのしゃしゅからみてぃ,まだんのしゃしゅ カラミティ
13320,魔弾の射手 ワイルド,まだんのしゃしゅわいるど,まだんのしゃしゅ ワイルド
13321,魔弾の悪魔 ザミエル,まだんのあくまざみえる,まだんのあくま ザミエル
13322,魔弾－ネバー・エンドルフィン,まだんねばーえんどるふぃん,まだん－ネバー・エンドルフィン
13323,魔弾－クロス・ドミネーター,まだんくろすどみねーたー,まだん－クロス・ドミネーター
13324,魔弾－デスペラード,まだんですぺらーど,まだん－デスペラード
13325,魔弾－ダンシング・ニードル,まだんだんしんぐにーどる,まだん－ダンシング・ニードル
13326,魔弾－デビルズ・ディール,まだんでびるずでぃーる,まだん－デビルズ・ディール
13327,魔弾－デッドマンズ・バースト,まだんでっどまんずばーすと,まだん－デッドマンズ・バースト
13328,雪天気シエル,ゆきてんきしえる,ゆきてんきシエル
13329,雨天気ラズラ,あめてんきらずら,あめてんきラズラ
13330,曇天気スレット,どんてんきすれっと,どんてんきスレット
13331,晴天気ベンガーラ,せいてんきべんがーら,せいてんきベンガーラ
13332,雷天気ターメル,らいてんきたーめる,らいてんきターメル
13333,極天気ランブラ,きょくてんきらんぶら,きょくてんきランブラ
13334,虹天気アルシエル,にじてんきあるしえる,にじてんきアルシエル
13335,雪の天気模様,ゆきのてんきもよう,ゆきのてんきもよう
13336,雨の天気模様,あめのてんきもよう,あめのてんきもよう
13337,曇りの天気模様,くもりのてんきもよう,くもりのてんきもよう
13338,晴れの天気模様,はれのてんきもよう,はれのてんきもよう
13339,雷の天気模様,かみなりのてんきもよう,かみなりのてんきもよう
13340,オーロラの天気模様,おーろらのてんきもよう,オーロラのてんきもよう
13341,サイバース・アクセラレーター,さいばーすあくせられーたー,サイバース・アクセラレーター
13342,リローダー・ドラゴン,りろーだーどらごん,リローダー・ドラゴン
13343,トリックスター・ブラッディマリー,とりっくすたーぶらっでぃまりー,トリックスター・ブラッディマリー
13344,剛鬼デストロイ・オーガ,ごうきですとろいおーが,ごうきデストロイ・オーガ
13345,サイバース・コンバーター,さいばーすこんばーたー,サイバース・コンバーター
13346,リンクリボー,りんくりぼー,リンクリボー
13347,ユニティ・オブ・ドラゴン,ゆにてぃおぶどらごん,ユニティ・オブ・ドラゴン
13348,革命の鉄騎士,かくめいのてつきし,かくめいのてつきし
13349,イーバ,いーば,イーバ
13350,天空聖騎士アークパーシアス,えんじぇるぱらでぃんあーくぱーしあす,エンジェルパラディンアークパーシアス
13351,天空賢者ミネルヴァ,えんじぇるせーじみねるゔぁ,エンジェルセージミネルヴァ
13352,力天使ヴァルキリア,りきてんしゔぁるきりあ,りきてんしヴァルキリア
13353,パーシアスの神域,ぱーしあすのしんいき,パーシアスのしんいき
13354,輪廻のパーシアス,りんねのぱーしあす,りんねのパーシアス
13356,六武衆の真影,ろくぶしゅうのしんえい,ろくぶしゅうのしんえい
13357,竜騎士ブラック・マジシャン,りゅうきしぶらっくまじしゃん,りゅうきしブラック・マジシャン
13358,キメラテック・メガフリート・ドラゴン,きめらてっくめがふりーとどらごん,キメラテック・メガフリート・ドラゴン
13359,オッドアイズ・アークペンデュラム・ドラゴン,おっどあいずあーくぺんでゅらむどらごん,オッドアイズ・アークペンデュラム・ドラゴン
13360,鬼動武者,ですとろいさむらい,デストロイ・サムライ
13361,ハロハロ,はろはろ,ハロハロ
13362,ヴェンデット・キマイラ,ゔぇんでっときまいら,ヴェンデット・キマイラ
13363,ヴェンデット・ストリゲス,ゔぇんでっとすとりげす,ヴェンデット・ストリゲス
13364,ヴェンデット・ナイト,ゔぇんでっとないと,ヴェンデット・ナイト
13365,ヴェンデット・リユニオン,ゔぇんでっとりゆにおん,ヴェンデット・リユニオン
13366,F.A.ウィップクロッサー,ふぉーみゅらあすりーとうぃっぷくろっさー,フォーミュラアスリートウィップクロッサー
13367,F.A.ターボチャージャー,ふぉーみゅらあすりーとたーぼちゃーじゃー,フォーミュラアスリートターボチャージャー
13368,F.A.オフロードGP,ふぉーみゅらあすりーとおふろーどぐらんぷり,フォーミュラアスリートオフロードグランプリ
13369,F.A.ピットストップ,ふぉーみゅらあすりーとぴっとすとっぷ,フォーミュラアスリートピットストップ
13370,サブテラーマリスの妖魔,さぶてらーまりすのようま,サブテラーマリスのようま
13371,SPYRAL－ザ・ダブルヘリックス,すぱいらるざだぶるへりっくす,スパイラル－ザ・ダブルヘリックス
13372,ロックアウト・ガードナー,ろっくあうとがーどなー,ロックアウト・ガードナー
13373,ストライピング・パートナー,すとらいぴんぐぱーとなー,ストライピング・パートナー
13374,フリック・クラウン,ふりっくくらうん,フリック・クラウン
13375,ビットルーパー,びっとるーぱー,ビットルーパー
13376,弾帯城壁龍,べるとりんくうぉーるどらごん,ベルトリンク・ウォール・ドラゴン
13377,シェルヴァレット・ドラゴン,しぇるゔぁれっとどらごん,シェルヴァレット・ドラゴン
13378,メタルヴァレット・ドラゴン,めたるゔぁれっとどらごん,メタルヴァレット・ドラゴン
13379,ティンダングル・エンジェル,てぃんだんぐるえんじぇる,ティンダングル・エンジェル
13380,ティンダングル・ベース・ガードナー,てぃんだんぐるべーすがーどなー,ティンダングル・ベース・ガードナー
13381,ティンダングル・ハウンド,てぃんだんぐるはうんど,ティンダングル・ハウンド
13382,ティンダングル・アポストル,てぃんだんぐるあぽすとる,ティンダングル・アポストル
13383,ティンダングル・イントルーダー,てぃんだんぐるいんとるーだー,ティンダングル・イントルーダー
13384,蒼穹の機界騎士,そうきゅうのじゃっくないつ,そうきゅうのジャックナイツ
13385,翠嵐の機界騎士,すいらんのじゃっくないつ,すいらんのジャックナイツ
13386,燈影の機界騎士,とうえいのじゃっくないつ,とうえいのジャックナイツ
13387,黄華の機界騎士,おうかのじゃっくないつ,おうかのジャックナイツ
13388,紅蓮の機界騎士,ぐれんのじゃっくないつ,ぐれんのジャックナイツ
13389,紺碧の機界騎士,こんぺきのじゃっくないつ,こんぺきのジャックナイツ
13390,紫宵の機界騎士,ししょうのじゃっくないつ,ししょうのジャックナイツ
13391,星遺物－『星盾』,せいいぶつせいじゅん,せいいぶつ－『せいじゅん』
13392,魔導獣 ジャッカル,まじっくびーすとじゃっかる,マジックビースト　ジャッカル
13393,魔導獣 ガルーダ,まじっくびーすとがるーだ,マジックビースト　ガルーダ
13394,魔導獣 メデューサ,まじっくびーすとめでゅーさ,マジックビースト　メデューサ
13395,魔導獣 バジリスク,まじっくびーすとばじりすく,マジックビースト　バジリスク
13396,魔導獣 キングジャッカル,まじっくびーすときんぐじゃっかる,マジックビースト　キングジャッカル
13397,魔導獣 マスターケルベロス,まじっくびーすとますたーけるべろす,マジックビースト　マスターケルベロス
13398,アーティファクト－ミョルニル,あーてぃふぁくとみょるにる,アーティファクト－ミョルニル
13399,屈強の釣り師,あんぐらっぷらー,アングラップラー
13400,雀姉妹,じゃんしまつ,ジャンシマツ
13401,異次元の探求者,いじげんのたんきゅうしゃ,いじげんのたんきゅうしゃ
13402,魅幽鳥,みくらとり,みくらとり
13403,デスマニア・デビル,ですまにあでびる,デスマニア・デビル
13404,電送擬人エレキネシス,でんそうぎじんえれきねしす,でんそうぎじんエレキネシス
13405,インスペクト・ボーダー,いんすぺくとぼーだー,インスペクト・ボーダー
13406,オーバーテクス・ゴアトルス,おーばーてくすごあとるす,オーバーテクス・ゴアトルス
13407,接触するG,せっしょくするじー,せっしょくするジー
13408,ゾンビーノ,ぞんびーの,ゾンビーノ
13409,エクスコード・トーカー,えくすこーどとーかー,エクスコード・トーカー
13410,アンダークロックテイカー,あんだーくろっくていかー,アンダークロックテイカー
13411,ベクター・スケア・デーモン,べくたーすけあでーもん,ベクター・スケア・デーモン
13412,フレイム・アドミニスター,ふれいむあどみにすたー,フレイム・アドミニスター
13413,リカバリー・ソーサラー,りかばりーそーさらー,リカバリー・ソーサラー
13414,セキュア・ガードナー,せきゅあがーどなー,セキュア・ガードナー
13415,スリーバーストショット・ドラゴン,すりーばーすとしょっとどらごん,スリーバーストショット・ドラゴン
13416,ティンダングル・アキュート・ケルベロス,てぃんだんぐるあきゅーとけるべろす,ティンダングル・アキュート・ケルベロス
13417,オルターガイスト・ヘクスティア,おるたーがいすとへくすてぃあ,オルターガイスト・ヘクスティア
13418,星痕の機界騎士,せいこんのじゃっくないつ,せいこんのジャックナイツ
13419,鎖龍蛇－スカルデット,さりゅうじゃすかるでっと,さりゅうじゃ－スカルデット
13420,副話術士クララ＆ルーシカ,ふくわじゅつしくららあんどるーしか,ふくわじゅつしクララアンドルーシカ
13421,ドリトル・キメラ,どりとるきめら,ドリトル・キメラ
13422,リンケージ・ホール,りんけーじほーる,リンケージ・ホール
13423,天火の牢獄,てんぴのろうごく,てんぴのろうごく
13424,リボルブート・セクター,りぼるぶーとせくたー,リボルブート・セクター
13425,ナーゲルの守護天,なーげるのしゅごてん,ナーゲルのしゅごてん
13426,オイラーサーキット,おいらーさーきっと,オイラーサーキット
13427,星遺物が刻む傷痕,せいいぶつがきざむきずあと,せいいぶつがきざむきずあと
13428,星遺物へ至る鍵,せいいぶつへいたるかぎ,せいいぶつへいたるかぎ
13429,魔導加速,まじっくぶーすと,マジック・ブースト
13430,栄光の聖騎士団,えいこうのせいきしだん,えいこうのせいきしだん
13431,ガーディアンの力,がーでぃあんのちから,ガーディアンのちから
13432,ペンデュラム・パラドックス,ぺんでゅらむぱらどっくす,ペンデュラム・パラドックス
13433,局所的ハリケーン,きょくしょてきはりけーん,きょくしょてきハリケーン
13434,ダウンビート,だうんびーと,ダウンビート
13435,アスポート,あすぽーと,アスポート
13436,身分転換,みぶんてんかん,みぶんてんかん
13437,パラレルポート・アーマー,ぱられるぽーとあーまー,パラレルポート・アーマー
13438,サイバネット・リフレッシュ,さいばねっとりふれっしゅ,サイバネット・リフレッシュ
13439,ヴァレル・レフリジェレーション,ゔぁれるれふりじぇれーしょん,ヴァレル・レフリジェレーション
13440,ティンダングル・ドロネー,てぃんだんぐるどろねー,ティンダングル・ドロネー
13441,オルターガイスト・マテリアリゼーション,おるたーがいすとまてりありぜーしょん,オルターガイスト・マテリアリゼーション
13442,星遺物の囁き,せいいぶつのささやき,せいいぶつのささやき
13443,星遺物に眠る深層,せいいぶつにねむるしんそう,せいいぶつにねむるしんそう
13444,魔導変換,まじっくばーすと,マジック・バースト
13445,ゴーストリック・リフォーム,ごーすとりっくりふぉーむ,ゴーストリック・リフォーム
13446,デーモンの呼び声,でーもんのよびごえ,デーモンのよびごえ
13447,センサー万別,せんさーばんべつ,センサーばんべつ
13448,GUYダンス,がいだんす,ガイダンス
13449,見切りの極意,みきりのごくい,みきりのごくい
13450,一撃離脱,ぱるてぃあんしょっと,パルティアンショット
13451,誤爆,ごばく,ごばく
13453,ファイヤーオパールヘッド,ふぁいやーおぱーるへっど,ファイヤーオパールヘッド
13454,沼地のドロゴン,ぬまちのどろごん,ぬまちのドロゴン
13455,武力の軍奏,ぶりきのぐんそう,ブリキのぐんそう
13456,キキナガシ風鳥,ききながしふうちょう,キキナガシフウチョウ
13457,リンクルベル,りんくるべる,リンクルベル
13459,サブテラーの導師,さぶてらーのどうし,サブテラーのどうし
13460,コード・トーカー,こーどとーかー,コード・トーカー
13461,白闘気双頭神龍,ほわいとおーらばいふぁむーと,ホワイト・オーラ・バイファムート
13462,超天新龍オッドアイズ・レボリューション・ドラゴン,ちょうてんしんりゅうおっどあいずれぼりゅーしょんどらごん,ちょうてんしんりゅうオッドアイズ・レボリューション・ドラゴン
